sexo,edad,escol,Tam_loc,wvs_agg_acceptance_of_state_surveillance,wvs_agg_authoritarian_governance_tolerance,wvs_agg_autocracy_support,wvs_agg_basic_needs_deprivation,wvs_agg_child_qualities_autonomy_self_expression,wvs_agg_child_qualities_conformity_tradition,wvs_agg_child_qualities_prosocial_diligence,wvs_agg_civic_dishonesty_tolerance,wvs_agg_confidence_in_civil_society_organizations,wvs_agg_confidence_in_domestic_institutions,wvs_agg_confidence_in_international_organizations,wvs_agg_crime_victimization,wvs_agg_democratic_system_evaluation,wvs_agg_democratic_values_importance,wvs_agg_economic_ideology,wvs_agg_electoral_integrity,wvs_agg_existential_threat_worry,wvs_agg_familial_duty_obligations,wvs_agg_female_income_threat_to_marriage,wvs_agg_freedom_security_tradeoff_perception,wvs_agg_gender_role_traditionalism,wvs_agg_immigrant_origin_status,wvs_agg_importance_of_life_domains,wvs_agg_institutional_threat_perception,wvs_agg_international_organization_knowledge,wvs_agg_job_scarcity_gender_discrimination,wvs_agg_job_scarcity_nativist_preference,wvs_agg_life_autonomy_morality_permissiveness,wvs_agg_multilevel_place_attachment,wvs_agg_neighborhood_disorder_and_crime,wvs_agg_offline_political_participation,wvs_agg_online_political_participation,wvs_agg_outgroup_trust,wvs_agg_perceived_corruption,wvs_agg_perceived_negative_effects_of_immigration,wvs_agg_perceived_positive_effects_of_immigration,wvs_agg_political_information_sources,wvs_agg_postmaterialist_values,wvs_agg_precautionary_security_behaviors,wvs_agg_religion_versus_secularism_orientation,wvs_agg_religious_belief,wvs_agg_religious_exclusivism,wvs_agg_religious_practice_and_self_identification,wvs_agg_science_skepticism,wvs_agg_science_technology_optimism,wvs_agg_sexual_and_reproductive_morality_permissiveness,wvs_agg_social_intolerance_deviant_behavior,wvs_agg_social_intolerance_outgroups,wvs_agg_societal_change_attitudes,wvs_agg_socioeconomic_insecurity_worry,wvs_agg_subjective_wellbeing,wvs_agg_violence_tolerance,wvs_agg_voluntary_association_active_membership,wvs_agg_voluntary_association_belonging,wvs_agg_voting_participation,wvs_agg_work_ethic
2.0,45-54,5.0,4.0,5.0,2.0,4.75,1.0,7.0,3.25,4.0,1.0,7.0,6.571428571428571,4.0,5.5,3.25,7.545454545454545,5.5,4.103448275862069,5.0,7.75,1.0,5.5,5.5,10.0,6.3999999999999995,8.5,5.5,1.0,2.8,4.333333333333333,4.6,6.142857142857142,2.125,3.25,4.0,1.0,1.0,3.25,4.857142857142857,7.0,7.0,5.5,4.6,4.0,2.8461538461538463,7.5,6.0,3.6666666666666665,1.0,7.000000000000001,10.0,7.0,4.333333333333333,2.75,2.0,1.9,4.0,4.75
2.0,25-34,5.0,4.0,5.0,1.0,9.25,1.0,1.0,5.5,1.0,2.0,7.0,8.285714285714285,8.0,5.5,5.5,4.477272727272727,3.25,5.344827586206896,10.0,10.0,10.0,1.0,9.25,10.0,4.6,2.5,1.0,10.0,8.2,2.6666666666666665,1.0,6.7857142857142865,4.375,1.0,6.25,2.2857142857142856,1.0,7.75,1.0,7.0,10.0,10.0,4.6,8.5,3.769230769230769,1.0,10.0,4.666666666666667,1.0,10.0,1.0,5.5,5.333333333333333,1.0,4.0,3.6999999999999997,4.0,7.75
2.0,45-54,3.0,3.0,7.0,10.0,4.0,1.9999999999999998,4.0,5.5,7.0,1.0,4.0,4.428571428571429,7.75,1.0,3.25,9.386363636363637,6.333333333333333,6.896551724137931,8.5,7.75,8.2,10.0,4.75,10.0,6.3999999999999995,8.5,1.0,2.8,2.8,5.666666666666668,6.3999999999999995,9.196428571428571,2.125,1.0,5.5,1.0,7.0,1.0,4.857142857142857,4.0,4.0,5.5,4.6,4.0,1.9230769230769231,5.0,7.333333333333334,3.0,1.0,10.0,10.0,5.5,4.0,1.0,1.0,1.9,2.5,3.25
1.0,65+,1.0,4.0,8.0,9.0,3.25,5.999999999999999,4.0,5.5,4.0,1.0,2.5,2.2857142857142856,7.0,1.0,5.5,10.0,10.0,7.783251231527093,3.0,3.25,8.2,1.0,6.25,10.0,10.0,8.5,1.0,1.0,1.0,1.0,6.3999999999999995,8.714285714285715,2.125,1.0,3.25,1.0,7.75,7.75,3.571428571428571,4.0,4.0,1.0,4.6,2.5,2.3846153846153846,9.0,8.5,1.0,1.0,1.0,10.0,10.0,7.0,1.0,1.0,1.0,4.0,1.0
1.0,19-24,4.0,2.0,4.0,5.0,3.25,1.0,4.0,7.75,4.0,2.0,5.999999999999999,5.714285714285714,5.5,1.0,1.0,8.772727272727273,6.5,5.344827586206896,8.0,3.25,2.8,5.5,2.5,10.0,8.2,8.5,1.0,1.0,8.2,3.6666666666666665,2.8,8.071428571428573,3.25,1.0,6.25,1.0,1.0,3.25,6.142857142857142,4.0,1.0,10.0,4.6,7.0,1.9230769230769231,4.5,10.0,1.0,1.0,7.000000000000001,10.0,10.0,4.0,1.0,1.0,1.9,5.5,1.7499999999999998
1.0,35-44,2.0,1.0,4.0,10.0,4.75,1.9999999999999998,7.0,7.75,1.0,1.4,4.0,4.0,7.0,5.5,1.0,4.681818181818182,7.25,7.931034482758621,10.0,3.25,2.8,10.0,7.0,10.0,6.3999999999999995,10.0,1.0,2.8,1.0,1.0,6.3999999999999995,6.142857142857142,4.375,1.0,3.25,3.571428571428571,7.75,10.0,2.2857142857142856,4.0,4.0,5.5,4.6,1.0,1.0,6.0,7.0,1.0,1.0,2.500000000000001,1.0,10.0,6.666666666666667,1.25,2.0,1.9,1.0,4.0
1.0,35-44,3.0,3.0,7.0,7.0,2.5,8.0,4.0,3.25,7.0,1.6,3.0,4.214285714285714,5.125,1.0,1.0,5.909090909090908,2.75,6.586206896551723,7.0,1.0,8.2,10.0,7.0,10.0,4.6,8.5,1.0,1.0,1.0,4.0,6.3999999999999995,7.428571428571429,3.25,5.5,5.5,1.0,10.0,7.75,4.857142857142857,4.0,1.0,10.0,4.6,4.0,1.9230769230769231,7.5,7.333333333333334,2.3333333333333335,1.0,1.0,10.0,5.5,6.0,1.0,1.0,1.0,5.5,3.25
1.0,55-64,3.0,3.0,3.0,5.0,3.25,1.9999999999999998,1.0,7.75,4.0,1.0,5.999999999999999,4.0,8.5,5.5,3.25,10.0,4.25,6.896551724137931,7.0,5.5,10.0,10.0,3.25,10.0,8.2,8.5,1.0,10.0,1.0,1.0,10.0,5.500000000000001,3.25,1.0,2.5,1.0,5.5,7.75,2.2857142857142856,4.0,4.0,5.5,4.6,5.5,2.3846153846153846,1.0,6.0,1.0,1.0,2.500000000000001,10.0,7.0,4.666666666666667,1.0,2.0,1.9,1.0,2.5
2.0,55-64,5.0,4.0,5.999999999999999,4.0,2.5,5.0,4.0,5.5,4.0,1.0,5.5,7.214285714285714,4.0,5.5,1.0,6.931818181818182,6.25,8.137931034482758,7.0,3.25,2.8,10.0,4.0,10.0,4.6,7.0,1.0,1.0,1.0,2.3333333333333335,6.3999999999999995,5.500000000000001,5.5,3.25,6.25,2.2857142857142856,4.0,2.125,4.857142857142857,7.0,7.0,,4.6,4.0,1.0,5.0,5.666666666666668,1.0,1.0,3.999999999999999,10.0,1.0,4.0,2.0,1.0,2.8,4.0,5.5
1.0,45-54,2.0,2.0,8.0,7.0,5.5,5.999999999999999,7.0,3.25,4.0,5.0,3.0,2.928571428571429,1.75,1.0,5.5,8.977272727272727,8.5,7.827586206896552,7.0,7.75,1.0,1.0,1.75,10.0,10.0,7.0,1.0,2.8,1.0,4.333333333333333,10.0,8.714285714285715,4.375,1.0,7.0,7.428571428571429,1.0,7.75,3.571428571428571,4.0,1.0,5.5,4.6,5.5,1.4615384615384615,5.5,9.666666666666666,1.0,1.0,1.0,10.0,8.5,7.333333333333334,3.25,3.0,2.8,1.0,3.25
