sexo,escol,Tam_loc,agg_economic_globalization_attitudes,agg_international_institutional_engagement,agg_transnational_exposure
1.0,3.0,2.0,1.3214285714285714,1.0,2.125
1.0,4.0,1.0,2.607142857142857,1.0,2.125
2.0,4.0,1.0,4.214285714285714,1.4864864864864864,1.0
1.0,3.0,3.0,8.071428571428571,1.4864864864864864,2.125
2.0,4.0,1.0,1.0,1.4864864864864864,2.125
2.0,2.0,1.0,1.3214285714285714,1.7297297297297298,2.125
1.0,4.0,1.0,1.0,1.4864864864864864,2.125
1.0,5.0,2.0,1.0,1.4864864864864864,2.125
2.0,3.0,1.0,2.2857142857142856,1.4864864864864864,2.125
1.0,1.0,2.0,1.0,1.4864864864864864,2.125
1.0,4.0,1.0,6.464285714285714,2.2162162162162162,1.0
1.0,5.0,1.0,1.0,1.4864864864864864,1.0
1.0,3.0,1.0,1.6428571428571428,1.4864864864864864,2.125
2.0,3.0,2.0,,1.7297297297297298,2.125
2.0,3.0,4.0,4.214285714285714,1.7297297297297298,2.125
2.0,3.0,4.0,1.9642857142857144,2.9459459459459456,2.125
2.0,4.0,2.0,1.0,1.9729729729729728,2.125
2.0,2.0,1.0,3.25,1.4864864864864864,2.125
2.0,4.0,1.0,1.3214285714285714,1.9729729729729728,2.125
1.0,3.0,4.0,1.9642857142857144,1.4864864864864864,2.125
1.0,3.0,1.0,1.0,1.4864864864864864,2.125
2.0,4.0,1.0,1.0,1.0,2.125
1.0,4.0,3.0,1.3214285714285714,1.7297297297297298,2.125
2.0,1.0,1.0,4.535714285714286,6.594594594594594,2.125
1.0,2.0,4.0,1.0,1.7297297297297298,2.125
1.0,2.0,2.0,2.607142857142857,1.7297297297297298,2.125
1.0,3.0,1.0,5.821428571428571,1.4864864864864864,2.125
2.0,2.0,1.0,1.6428571428571428,1.7297297297297298,2.125
1.0,4.0,1.0,1.3214285714285714,1.7297297297297298,2.125
2.0,5.0,1.0,1.0,1.4864864864864864,2.125
1.0,4.0,1.0,1.6428571428571428,1.4864864864864864,2.125
2.0,2.0,2.0,1.6428571428571428,2.7027027027027026,2.125
2.0,4.0,3.0,8.071428571428571,1.4864864864864864,2.125
2.0,1.0,1.0,3.5714285714285716,1.0,2.125
2.0,4.0,2.0,1.0,1.4864864864864864,2.125
2.0,1.0,3.0,1.0,1.0,2.125
1.0,4.0,1.0,1.3214285714285714,1.0,2.125
2.0,2.0,1.0,1.3214285714285714,1.2432432432432432,2.125
1.0,4.0,1.0,1.6428571428571428,1.0,2.125
1.0,2.0,3.0,1.6428571428571428,1.4864864864864864,2.125
2.0,3.0,1.0,1.0,1.9729729729729728,2.125
1.0,4.0,1.0,1.3214285714285714,1.4864864864864864,2.125
2.0,4.0,2.0,1.9642857142857144,1.2432432432432432,2.125
1.0,4.0,3.0,1.0,1.4864864864864864,2.125
1.0,4.0,3.0,1.0,1.4864864864864864,2.125
1.0,3.0,1.0,1.3214285714285714,5.378378378378378,2.125
1.0,4.0,1.0,2.2857142857142856,2.2162162162162162,2.125
2.0,3.0,1.0,1.3214285714285714,1.9729729729729728,2.125
2.0,1.0,4.0,1.9642857142857144,2.4594594594594597,8.875
2.0,4.0,1.0,2.2857142857142856,1.4864864864864864,2.125
1.0,4.0,2.0,1.6428571428571428,1.0,2.125
2.0,3.0,2.0,1.0,1.4864864864864864,2.125
1.0,4.0,1.0,1.9642857142857144,1.4864864864864864,2.125
2.0,2.0,1.0,1.6428571428571428,1.4864864864864864,2.125
1.0,1.0,1.0,1.3214285714285714,1.4864864864864864,2.125
1.0,4.0,3.0,1.0,1.4864864864864864,2.125
2.0,4.0,2.0,2.928571428571429,1.0,2.125
1.0,4.0,1.0,3.25,1.2432432432432432,2.125
1.0,5.0,2.0,1.3214285714285714,1.2432432432432432,2.125
2.0,3.0,2.0,2.928571428571429,1.0,1.0
1.0,1.0,3.0,1.9642857142857144,1.9729729729729728,2.125
2.0,4.0,2.0,3.892857142857143,1.7297297297297298,2.125
1.0,4.0,1.0,2.607142857142857,1.7297297297297298,2.125
1.0,4.0,1.0,2.928571428571429,1.4864864864864864,2.125
1.0,4.0,1.0,1.0,1.7297297297297298,2.125
2.0,3.0,2.0,1.0,1.2432432432432432,2.125
1.0,3.0,2.0,1.6428571428571428,1.7297297297297298,2.125
2.0,4.0,2.0,1.0,1.2432432432432432,2.125
2.0,3.0,2.0,1.9642857142857144,1.4864864864864864,2.125
1.0,4.0,1.0,1.0,1.0,2.125
1.0,3.0,4.0,1.6428571428571428,1.0,2.125
2.0,2.0,2.0,1.6428571428571428,2.2162162162162162,2.125
2.0,3.0,2.0,1.0,1.0,2.125
2.0,5.0,2.0,1.9642857142857144,1.7297297297297298,1.0
2.0,3.0,1.0,1.9642857142857144,1.4864864864864864,2.125
2.0,3.0,1.0,1.3214285714285714,1.0,2.125
1.0,3.0,1.0,1.0,1.7297297297297298,2.125
2.0,4.0,1.0,3.25,1.0,2.125
1.0,5.0,1.0,1.0,1.4864864864864864,2.125
1.0,4.0,1.0,1.0,1.7297297297297298,2.125
2.0,2.0,1.0,1.0,1.0,2.125
2.0,3.0,1.0,1.0,1.4864864864864864,1.0
2.0,4.0,1.0,1.0,1.4864864864864864,2.125
1.0,4.0,1.0,1.0,1.4864864864864864,2.125
2.0,4.0,1.0,1.6428571428571428,1.4864864864864864,2.125
1.0,3.0,3.0,1.6428571428571428,1.4864864864864864,2.125
1.0,5.0,1.0,3.5714285714285716,4.405405405405405,1.0
2.0,4.0,1.0,1.3214285714285714,3.4324324324324325,2.125
2.0,3.0,1.0,1.3214285714285714,1.2432432432432432,2.125
1.0,5.0,1.0,1.3214285714285714,3.189189189189189,2.125
2.0,4.0,4.0,1.0,1.2432432432432432,2.125
2.0,2.0,3.0,1.0,2.7027027027027026,2.125
2.0,4.0,1.0,1.3214285714285714,1.0,2.125
2.0,3.0,1.0,1.0,1.4864864864864864,2.125
2.0,3.0,1.0,1.0,1.4864864864864864,2.125
1.0,3.0,1.0,1.3214285714285714,1.7297297297297298,2.125
2.0,4.0,4.0,1.3214285714285714,1.9729729729729728,2.125
2.0,4.0,3.0,1.0,4.891891891891891,2.125
1.0,4.0,2.0,1.3214285714285714,1.7297297297297298,2.125
2.0,4.0,2.0,1.6428571428571428,1.9729729729729728,1.0
2.0,5.0,2.0,,1.4864864864864864,2.125
2.0,4.0,3.0,1.0,4.891891891891891,2.125
2.0,4.0,4.0,1.3214285714285714,2.4594594594594597,2.125
1.0,4.0,1.0,1.3214285714285714,2.9459459459459456,2.125
2.0,3.0,1.0,1.6428571428571428,1.2432432432432432,1.0
2.0,4.0,2.0,1.6428571428571428,1.4864864864864864,2.125
1.0,3.0,1.0,1.9642857142857144,2.2162162162162162,2.125
2.0,4.0,1.0,1.3214285714285714,1.7297297297297298,2.125
2.0,4.0,1.0,1.6428571428571428,2.2162162162162162,2.125
1.0,4.0,2.0,,2.2162162162162162,2.125
1.0,3.0,2.0,1.6428571428571428,1.7297297297297298,2.125
1.0,1.0,2.0,1.9642857142857144,1.4864864864864864,2.125
2.0,4.0,2.0,1.0,1.4864864864864864,2.125
2.0,3.0,1.0,1.6428571428571428,1.4864864864864864,1.0
1.0,4.0,1.0,1.3214285714285714,1.4864864864864864,2.125
2.0,2.0,2.0,1.0,1.0,2.125
2.0,3.0,2.0,,2.7027027027027026,2.125
1.0,3.0,1.0,1.3214285714285714,1.0,2.125
2.0,5.0,3.0,1.0,1.7297297297297298,2.125
2.0,5.0,2.0,1.3214285714285714,1.4864864864864864,2.125
1.0,3.0,1.0,4.214285714285714,1.4864864864864864,2.125
1.0,2.0,1.0,1.3214285714285714,1.2432432432432432,2.125
2.0,4.0,1.0,1.6428571428571428,1.2432432432432432,2.125
2.0,4.0,1.0,1.0,1.2432432432432432,2.125
1.0,4.0,1.0,1.0,1.2432432432432432,2.125
2.0,4.0,1.0,1.0,1.4864864864864864,2.125
1.0,4.0,1.0,1.0,1.0,2.125
1.0,5.0,1.0,1.9642857142857144,3.9189189189189184,2.125
1.0,1.0,4.0,10.0,5.621621621621621,10.0
2.0,4.0,1.0,2.607142857142857,1.9729729729729728,2.125
2.0,4.0,2.0,1.0,1.4864864864864864,2.125
1.0,4.0,2.0,1.0,1.4864864864864864,2.125
1.0,5.0,2.0,1.0,1.9729729729729728,2.125
1.0,3.0,3.0,1.0,1.4864864864864864,2.125
1.0,5.0,2.0,1.3214285714285714,2.9459459459459456,2.125
2.0,4.0,2.0,1.0,1.2432432432432432,2.125
2.0,3.0,1.0,1.3214285714285714,1.4864864864864864,2.125
2.0,3.0,3.0,1.6428571428571428,1.0,2.125
2.0,5.0,2.0,1.3214285714285714,1.2432432432432432,2.125
1.0,3.0,3.0,1.0,1.2432432432432432,2.125
1.0,4.0,3.0,1.6428571428571428,2.7027027027027026,2.125
2.0,3.0,2.0,1.9642857142857144,1.7297297297297298,2.125
1.0,4.0,3.0,1.6428571428571428,1.4864864864864864,2.125
1.0,4.0,1.0,1.3214285714285714,1.7297297297297298,2.125
2.0,4.0,3.0,1.6428571428571428,3.189189189189189,2.125
1.0,2.0,1.0,1.3214285714285714,1.4864864864864864,2.125
1.0,1.0,2.0,1.9642857142857144,1.9729729729729728,2.125
1.0,5.0,3.0,1.6428571428571428,2.7027027027027026,2.125
1.0,3.0,1.0,3.5714285714285716,1.0,2.125
1.0,4.0,1.0,1.0,2.7027027027027026,2.125
1.0,5.0,3.0,1.6428571428571428,1.7297297297297298,2.125
1.0,5.0,1.0,1.6428571428571428,2.9459459459459456,2.125
2.0,5.0,1.0,1.3214285714285714,3.189189189189189,2.125
2.0,3.0,2.0,2.2857142857142856,1.4864864864864864,2.125
1.0,3.0,1.0,1.0,1.4864864864864864,2.125
2.0,4.0,1.0,1.6428571428571428,4.405405405405405,2.125
2.0,5.0,1.0,1.9642857142857144,1.7297297297297298,2.125
2.0,2.0,1.0,4.214285714285714,1.4864864864864864,2.125
1.0,3.0,1.0,1.3214285714285714,1.7297297297297298,2.125
2.0,3.0,2.0,2.607142857142857,1.4864864864864864,1.0
2.0,4.0,1.0,4.214285714285714,1.4864864864864864,2.125
2.0,3.0,1.0,3.25,1.2432432432432432,2.125
2.0,3.0,1.0,1.9642857142857144,1.4864864864864864,2.125
1.0,2.0,3.0,1.6428571428571428,1.2432432432432432,2.125
1.0,3.0,3.0,1.9642857142857144,3.4324324324324325,2.125
1.0,4.0,2.0,,3.189189189189189,2.125
2.0,2.0,3.0,3.5714285714285716,1.7297297297297298,2.125
1.0,5.0,2.0,1.3214285714285714,1.4864864864864864,1.0
1.0,4.0,2.0,,2.7027027027027026,2.125
2.0,4.0,1.0,1.9642857142857144,1.2432432432432432,2.125
2.0,4.0,1.0,1.9642857142857144,1.9729729729729728,2.125
1.0,5.0,2.0,1.3214285714285714,1.4864864864864864,2.125
2.0,4.0,1.0,2.2857142857142856,2.2162162162162162,2.125
2.0,5.0,3.0,1.3214285714285714,1.4864864864864864,10.0
2.0,4.0,2.0,1.6428571428571428,1.0,2.125
2.0,5.0,1.0,1.3214285714285714,1.2432432432432432,2.125
2.0,3.0,1.0,2.2857142857142856,1.4864864864864864,2.125
2.0,5.0,3.0,1.3214285714285714,1.4864864864864864,2.125
2.0,3.0,1.0,1.6428571428571428,1.4864864864864864,2.125
1.0,1.0,3.0,1.3214285714285714,1.7297297297297298,1.0
1.0,4.0,2.0,1.9642857142857144,1.2432432432432432,2.125
2.0,4.0,2.0,1.3214285714285714,1.2432432432432432,2.125
1.0,2.0,3.0,1.3214285714285714,1.0,2.125
2.0,5.0,1.0,2.928571428571429,1.9729729729729728,2.125
1.0,1.0,2.0,2.2857142857142856,1.4864864864864864,2.125
1.0,4.0,2.0,1.0,1.4864864864864864,2.125
2.0,4.0,1.0,1.9642857142857144,2.9459459459459456,1.0
2.0,4.0,1.0,1.0,1.2432432432432432,2.125
2.0,4.0,1.0,4.535714285714286,1.7297297297297298,8.875
2.0,4.0,1.0,,1.4864864864864864,2.125
1.0,4.0,1.0,,2.9459459459459456,2.125
1.0,4.0,1.0,1.0,1.0,2.125
1.0,4.0,1.0,1.0,5.135135135135135,1.0
1.0,2.0,4.0,3.25,1.0,2.125
2.0,3.0,1.0,1.3214285714285714,1.4864864864864864,2.125
1.0,3.0,3.0,1.6428571428571428,3.189189189189189,2.125
2.0,3.0,1.0,3.5714285714285716,1.4864864864864864,2.125
1.0,4.0,2.0,3.25,1.4864864864864864,2.125
2.0,2.0,1.0,1.3214285714285714,1.4864864864864864,2.125
2.0,3.0,2.0,1.3214285714285714,1.4864864864864864,2.125
2.0,4.0,1.0,1.3214285714285714,1.2432432432432432,2.125
2.0,3.0,1.0,1.3214285714285714,1.0,2.125
2.0,3.0,1.0,1.6428571428571428,1.9729729729729728,2.125
2.0,3.0,1.0,1.6428571428571428,1.2432432432432432,2.125
1.0,4.0,2.0,1.0,2.2162162162162162,2.125
1.0,5.0,1.0,1.0,1.4864864864864864,2.125
2.0,2.0,4.0,1.3214285714285714,1.7297297297297298,2.125
1.0,4.0,4.0,4.214285714285714,1.7297297297297298,8.875
2.0,2.0,1.0,1.3214285714285714,1.4864864864864864,2.125
1.0,5.0,1.0,1.0,1.4864864864864864,2.125
2.0,4.0,3.0,1.3214285714285714,1.2432432432432432,2.125
2.0,4.0,2.0,1.0,1.4864864864864864,2.125
1.0,4.0,1.0,1.6428571428571428,1.2432432432432432,2.125
1.0,3.0,1.0,1.3214285714285714,1.0,2.125
1.0,3.0,1.0,1.6428571428571428,1.4864864864864864,2.125
2.0,4.0,1.0,2.2857142857142856,2.2162162162162162,2.125
2.0,4.0,3.0,1.9642857142857144,1.4864864864864864,2.125
2.0,5.0,1.0,1.3214285714285714,1.2432432432432432,1.0
1.0,5.0,1.0,1.0,1.4864864864864864,2.125
1.0,3.0,1.0,1.9642857142857144,1.9729729729729728,2.125
2.0,2.0,1.0,1.6428571428571428,1.2432432432432432,2.125
1.0,4.0,1.0,1.3214285714285714,1.9729729729729728,2.125
1.0,4.0,2.0,1.3214285714285714,1.4864864864864864,2.125
2.0,4.0,1.0,1.9642857142857144,1.7297297297297298,2.125
2.0,3.0,1.0,,1.2432432432432432,2.125
1.0,5.0,1.0,1.3214285714285714,1.4864864864864864,10.0
1.0,5.0,1.0,1.6428571428571428,1.0,2.125
2.0,4.0,1.0,2.2857142857142856,1.4864864864864864,2.125
2.0,3.0,2.0,1.9642857142857144,1.4864864864864864,2.125
1.0,4.0,1.0,2.2857142857142856,1.4864864864864864,2.125
1.0,5.0,1.0,2.2857142857142856,1.4864864864864864,2.125
1.0,3.0,1.0,,1.7297297297297298,2.125
1.0,5.0,1.0,1.6428571428571428,1.4864864864864864,2.125
2.0,4.0,4.0,3.5714285714285716,1.0,1.0
1.0,4.0,2.0,1.0,1.0,2.125
1.0,4.0,3.0,1.0,1.0,1.0
2.0,3.0,3.0,1.0,1.0,2.125
1.0,4.0,1.0,1.3214285714285714,1.4864864864864864,2.125
1.0,2.0,4.0,1.9642857142857144,2.7027027027027026,2.125
1.0,1.0,4.0,1.3214285714285714,1.7297297297297298,2.125
2.0,4.0,1.0,1.0,1.4864864864864864,2.125
1.0,2.0,1.0,1.0,1.4864864864864864,2.125
2.0,4.0,1.0,1.3214285714285714,1.0,10.0
1.0,4.0,4.0,1.0,2.7027027027027026,2.125
1.0,5.0,2.0,1.0,1.2432432432432432,2.125
1.0,4.0,1.0,1.3214285714285714,1.9729729729729728,2.125
2.0,3.0,1.0,1.6428571428571428,1.2432432432432432,2.125
1.0,3.0,1.0,1.0,2.7027027027027026,2.125
1.0,4.0,1.0,3.892857142857143,2.7027027027027026,2.125
2.0,3.0,1.0,3.892857142857143,2.2162162162162162,2.125
1.0,3.0,1.0,4.214285714285714,2.7027027027027026,2.125
1.0,4.0,1.0,1.0,1.7297297297297298,2.125
1.0,3.0,4.0,1.0,1.4864864864864864,1.0
2.0,3.0,2.0,1.3214285714285714,1.9729729729729728,2.125
2.0,3.0,3.0,3.5714285714285716,1.0,2.125
2.0,4.0,1.0,2.2857142857142856,1.4864864864864864,2.125
2.0,4.0,4.0,1.6428571428571428,1.4864864864864864,2.125
2.0,4.0,2.0,1.0,1.2432432432432432,2.125
1.0,3.0,3.0,1.9642857142857144,1.0,2.125
2.0,3.0,2.0,1.0,1.4864864864864864,2.125
2.0,4.0,1.0,1.6428571428571428,2.7027027027027026,10.0
1.0,4.0,2.0,1.3214285714285714,1.7297297297297298,2.125
1.0,4.0,1.0,,2.2162162162162162,2.125
2.0,1.0,1.0,1.9642857142857144,2.4594594594594597,2.125
2.0,3.0,1.0,1.3214285714285714,1.7297297297297298,2.125
2.0,3.0,2.0,3.5714285714285716,2.2162162162162162,2.125
1.0,4.0,2.0,1.6428571428571428,1.4864864864864864,2.125
1.0,5.0,4.0,1.3214285714285714,2.4594594594594597,2.125
2.0,2.0,3.0,1.3214285714285714,1.4864864864864864,2.125
1.0,4.0,3.0,1.0,1.4864864864864864,2.125
2.0,3.0,2.0,1.6428571428571428,1.4864864864864864,2.125
2.0,2.0,3.0,1.3214285714285714,1.7297297297297298,2.125
1.0,4.0,1.0,1.6428571428571428,1.0,2.125
1.0,5.0,1.0,1.0,1.4864864864864864,2.125
2.0,3.0,2.0,1.9642857142857144,1.2432432432432432,2.125
1.0,2.0,2.0,1.6428571428571428,1.2432432432432432,2.125
2.0,1.0,4.0,,1.2432432432432432,2.125
2.0,4.0,2.0,2.2857142857142856,2.4594594594594597,2.125
2.0,3.0,1.0,1.3214285714285714,2.2162162162162162,2.125
1.0,3.0,1.0,1.6428571428571428,1.4864864864864864,2.125
2.0,3.0,1.0,1.6428571428571428,2.2162162162162162,2.125
2.0,3.0,2.0,,3.189189189189189,2.125
2.0,3.0,1.0,,1.4864864864864864,2.125
2.0,3.0,1.0,3.5714285714285716,1.2432432432432432,2.125
2.0,2.0,1.0,3.892857142857143,1.4864864864864864,10.0
1.0,3.0,1.0,2.2857142857142856,2.4594594594594597,2.125
2.0,3.0,3.0,1.0,2.9459459459459456,2.125
2.0,3.0,3.0,1.0,4.648648648648649,2.125
2.0,3.0,4.0,1.9642857142857144,1.0,2.125
2.0,2.0,3.0,1.6428571428571428,1.7297297297297298,2.125
2.0,2.0,1.0,1.3214285714285714,1.4864864864864864,1.0
2.0,3.0,1.0,1.0,1.2432432432432432,2.125
1.0,3.0,2.0,1.3214285714285714,1.0,2.125
2.0,4.0,3.0,1.0,2.7027027027027026,2.125
2.0,4.0,3.0,1.0,2.7027027027027026,2.125
1.0,5.0,1.0,1.6428571428571428,1.4864864864864864,1.0
1.0,5.0,3.0,1.0,1.4864864864864864,2.125
1.0,3.0,4.0,1.6428571428571428,1.2432432432432432,1.0
2.0,3.0,4.0,2.2857142857142856,1.0,2.125
2.0,2.0,1.0,1.0,1.4864864864864864,2.125
2.0,3.0,1.0,1.9642857142857144,1.4864864864864864,2.125
1.0,4.0,1.0,1.9642857142857144,5.378378378378378,2.125
1.0,4.0,4.0,1.9642857142857144,1.7297297297297298,2.125
1.0,4.0,2.0,1.3214285714285714,1.0,2.125
1.0,3.0,1.0,1.0,3.189189189189189,2.125
2.0,2.0,1.0,1.9642857142857144,1.4864864864864864,2.125
2.0,2.0,2.0,3.892857142857143,1.2432432432432432,2.125
2.0,5.0,1.0,1.3214285714285714,1.2432432432432432,2.125
2.0,3.0,1.0,1.6428571428571428,1.4864864864864864,2.125
1.0,3.0,3.0,1.6428571428571428,3.189189189189189,2.125
1.0,5.0,1.0,1.3214285714285714,1.4864864864864864,2.125
1.0,5.0,4.0,1.6428571428571428,1.7297297297297298,2.125
1.0,3.0,3.0,1.0,1.4864864864864864,2.125
